MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
2.324381780361017,-0.053426741954321726,0.5547257825429671,-0.24024845146175086,-0.8290248877253092,-0.08198761066113743,1.02085817445395,-1.3022914235197292,3.352
-1.272495985935827,0.7415040206878338,-0.735806002415722,-0.164927790606468,-0.5839143338578227,0.0748485551345369,-0.7681667092914639,0.6655215591474308,1.188
-0.7005371304933189,-0.371399047011184,-0.28577015941249656,0.13873796560297183,-0.25138672931032335,-0.015444116924711293,0.9833916847420049,-1.2872699503695977,1.079
-0.44601890882631123,0.8209970969520494,-0.09251031547488511,-0.05287820564796914,-0.6790446537154835,-0.05156238880755384,0.45886082877476436,-0.045494836625438385,0.653
-0.4455919543760416,0.10555941057410939,-0.37607499345582157,0.060599171640909465,0.052001858343838386,0.06361016713549887,-0.8149998214313969,0.6454929282805935,1.551
0.46013854256478204,-0.371399047011184,-0.07920185047047722,-0.120447669244613,0.8730365108090558,-0.06980823693086954,0.7445428128283511,-1.1620910074518391,2.746
-0.08465533597931846,0.10555941057410939,-0.1643411677336043,-0.18263933214422018,-0.37822715578720456,0.05000636161868068,1.0349081080959301,-1.0118762759505304,1.544
0.9569534147598278,-0.21241289448275286,0.5696622593098069,-0.12126139193675761,-0.019131624072250383,-0.0564908698287179,0.7632760576843236,-1.1570838497351335,3.2
-0.7298368796430751,1.1389694020089116,-0.2349969520098607,0.027234598112860678,-0.179396216985607,-0.04739370780885182,-1.3723138558965902,1.2313303811357041,1.406
-0.16449581817974693,-0.530385199539615,-0.6118472248376565,-0.10080014219947905,4.927645008526116,-0.13407461986087807,-0.8477829999293464,0.6204571396970432,3.547
0.08692698372280579,-0.6893713520680462,0.03760131050398123,-0.04316771300137074,-0.20510711424443429,0.07566989588396127,1.0114915520259653,-0.8165971249988269,1.215
-0.36644527315730135,-1.245822885917555,-0.49453502658302995,-0.09142489322479645,0.6244978373070589,-0.07982069767759621,-0.8711995559993145,0.6454929282805935,2.242
0.2987497603628461,1.8544070883868518,-0.09879323728261542,-0.12202214172308429,0.14027593893247867,-0.0708293406507479,0.9880749959559971,-1.4474989973043322,3.361
-1.2984334687897094,-0.2919059707469684,-1.1605033780248755,-0.027866570695406958,0.8224717462000288,0.03405803628274451,-0.7541167756494838,0.6555072437140121,2.0
-0.6726249833069391,0.34403863936675605,-0.553715146484841,-0.09876398601141693,-0.3825123053303424,0.33896052558533707,-0.8149998214313969,0.6805430322975624,0.889
-0.4406286088916566,-0.9278505808606928,0.37328582238161745,0.7214329828093594,-0.7724609137558893,-0.09456167343953263,1.2550237351536113,-0.4110173499452881,1.009
-0.7603107535310729,-1.0073436571249084,-0.12687190950184035,0.15789457315496155,-1.069850292049658,-0.08331852809410902,-0.8384163775013618,1.7570819413902885,0.761
-0.8788439827871902,1.774914012122636,0.0879158332727702,0.07430274931894507,-0.12540333274206975,-0.006486002716382849,0.5197438745566741,-0.11058788694267054,0.542
-0.6313171402433484,1.2979555545373427,-0.30780948505948336,0.01957099027956251,-0.14597205054913157,-0.003600610293367908,-0.7775333317194486,0.5803998779633541,3.2
-0.9838214082472455,0.02606633430989383,-0.628906865590203,0.13811473878122565,-1.0527096938771066,-0.11037866670097715,1.0114915520259653,-1.3373415275367053,1.25
0.948894649510988,0.5030247918951872,0.4037200318322775,-0.2187241651233329,0.0040081834606941575,0.011794409516292252,-0.8524663111433419,0.8507863946657157,2.008
1.5062303150317597,-0.21241289448275286,0.9308433763682721,-0.04983670076728164,-0.5462050178782093,-0.0033168332666776547,-0.8477829999293464,0.8708150255325602,2.717
-0.3061379570567103,-0.1329198182185373,0.113897265508105,0.06481939804727621,-0.44850360829466573,-0.02648301150527718,1.3486899594334774,-1.6177423596724785,1.729
-0.809250407393234,0.6620109444236183,-0.2991604613712597,0.10113892227176427,-0.8461654858978608,0.028488734876525708,-0.8337330662873694,1.0110154416004502,1.228
0.8875733165910062,0.42353171563097164,0.04794706171176583,-0.1057535981891506,-0.12711739255932492,-0.07948983260124023,0.7492261240423433,-1.1821196383186836,2.682
-0.3521956683795509,0.5825178681594028,-0.37785572041900667,-0.27423542143569163,-0.3902255745079906,0.13286693574843936,-0.8196831326453893,0.7706718711983519,1.55
-0.5714901478993109,-0.1329198182185373,-0.11077881546497938,-0.14668094623643163,0.10170959304423777,-0.13448464137456473,1.3861564491454224,-0.881690175316059,1.157
-0.1724478448160195,-1.4048090384459861,-0.05324895389866101,-0.014361121978407079,-0.034558162427546744,-0.019570729226969737,1.4751393622112927,-0.8165971249988269,1.248
-0.6155731948896542,0.5825178681594028,-0.4797053352990862,0.006951880390378567,0.18655555399836776,-0.15181228543060513,-1.3629472334686024,1.1712444885351778,2.882
-0.019811628844612076,0.10555941057410939,-0.23789871125478368,-0.018041848379846705,-0.7493211062229448,-0.12732403454783062,0.805425858610261,-1.2221769000523655,3.25
-0.6402298143927279,0.7415040206878338,-0.26728827075917816,-0.28104495089546566,-0.6267658292892014,-0.021353647970433817,-1.348897299826622,1.2613733274359673,1.676
0.08420514910233634,0.10555941057410939,0.13997429887937188,-0.08823169368880433,0.19341179326738836,-0.07103913305357923,-0.5574177046617673,0.16480578747639676,4.347
-0.5462464660271166,-0.7688644283322618,-0.39191998330192446,-0.2144583224649494,0.30139756175446286,-0.06193979964944488,1.259707046367607,-1.5576564670719593,1.545
0.8332967321004742,-1.8817674960312796,-0.10639935009760389,-0.4123645857190648,-0.49306916354329966,0.013471294876137121,-0.7728500205054563,0.9659510221500555,2.011
1.4694588630022842,0.2645455631025405,0.38192218459678023,-0.11003082355164406,-0.3430889295334739,-0.06559259843356371,-0.7775333317194486,0.6004285088301986,3.692
-0.4244577090876928,-0.4508921232753995,-0.30481544666237836,0.1327191218879229,0.3665318348101586,0.13105508340180236,0.31836149235496547,-0.8216042827155398,0.924
0.4152549559801827,-0.6098782758038306,-0.5205897863566569,-0.05412303919681112,3.1681626061137034,-0.1645106828716531,-0.7775333317194486,0.6054356665469116,2.283
4.976249240292228,-0.7688644283322618,0.883073879567398,0.04601811691809534,-0.4887840140001618,-0.09421947091727935,-0.9554991578511924,0.8457792369490028,5.00001
0.7315214650174415,-0.8483575045964773,0.6311190481519742,-0.09100838893749313,-0.5822002740405675,0.04781298820446712,0.5431604306266423,-1.0068691182338174,2.865
-0.10963217132009408,1.1389694020089116,-0.04634573851939459,-0.24609285487077578,-0.6010549320303742,0.013850416783580346,-0.6698171737976057,0.5954213511134857,1.863
0.1025108211576485,0.18505248683832495,-0.004173192422816065,-0.13576253269954855,-0.02941598297578129,-0.009728611569168513,1.4142563164293829,-0.8666687021659274,1.145
-0.6114637583058088,0.8209970969520494,-0.11361103647609164,0.3354760965627685,-0.5839143338578227,-0.1669079415285606,0.4260776502768116,-1.1670981651685521,3.64
-0.8481566316740575,0.7415040206878338,-0.33062261976305163,-0.10944256017184326,-0.1905376057977655,0.08694371638341444,-0.721333597151531,1.1361943845182088,0.681
-0.7031522265012208,0.6620109444236183,-0.3907506398075887,-0.1263545603972073,0.9158880062404345,0.1924963062969625,-0.8243664438593815,0.695564505447694,1.051
0.07070271461255817,-0.530385199539615,0.1255066017205317,-0.05076303491131851,-0.5624885861421333,0.005854598723588736,0.8990920828901269,-0.6463537626306736,2.043
-0.9024332161645896,1.1389694020089116,-0.3997884278834571,-0.022144718209750575,-0.17082591789933124,0.07145415492872045,0.974025062314017,-1.2922771080863105,0.865
-0.10472219514199292,1.3774486308015583,-0.04872831059414572,0.026248695915528756,-0.32851942108680515,-0.05226005109946159,-0.6885504186535782,0.5353354585129665,2.16
-0.6802567941055094,0.900490173216265,-0.3962176332483707,-0.17036833139272836,-0.05426985032598098,0.00017652664203067137,-0.7353835307935113,0.73061460946467,2.284
0.7423020648867508,0.5825178681594028,0.3235908667400786,-0.26473232717170153,-0.6773305938982284,0.017831196811733837,-0.7307002195795156,0.8608007100991344,2.2
1.9709168648440132,-1.086836733389124,0.5633489680592281,-0.18806069552724683,0.6570649738349067,0.026265955088326482,-0.9367659129952199,0.9709581798667613,2.948
-0.4772399530022809,1.8544070883868518,-0.13113609028153314,-0.018602466512558945,-0.18453839643737247,0.03230084410752876,0.5572103642686226,-0.9067259638996163,1.365
0.769947365541712,-1.8817674960312796,-0.38409143764491693,-0.06444597467116435,-0.5959127525786088,-0.12991421244242954,-0.9133493569252518,0.8958508141161104,1.94
0.10694047357919644,0.5030247918951872,-0.17710009142171035,-0.15961991538222065,-0.02941598297578129,0.17528279731239857,-0.7166502859375387,0.8507863946657157,1.413
-0.1332214046974934,-0.371399047011184,-0.02936794882848787,-0.1926628968606403,-0.1236892729248146,0.061382305157419256,-0.7400668420075035,0.9409152335665052,1.393
-0.6115171276120923,-0.21241289448275286,-0.7882357771239871,-0.046827089085118706,0.3751021338964344,0.09088806465811029,-0.7353835307935113,0.6404857705638806,2.271
0.2303836790134151,1.8544070883868518,0.511275818803969,0.03819562523964745,-0.46907232610172755,-0.09678833038987351,-1.3535806110406177,1.2463518542858356,2.708
